Time; DeltaTCP
1470316218,1665370464324951;2e-06
1470316218,1665380001068115;1e-06
1470316218,1678550243377686;0,001287
1470316218,1678569316864014;2e-06
1470316218,2091219425201416;0,02153
1470316218,2091240882873535;2e-06
1470316218,2290918827056885;0,019938
1470316218,2650320529937744;0,014834
1470316218,2650330066680908;1e-06
1470316218,2956490516662598;0,030616
1470316218,2956540584564209;5e-06
1470316218,3289310932159424;0,018835
1470316218,3369119167327881;0,00819
1470316218,3661999702453613;0,037226
1470316218,3662030696868896;3e-06
1470316218,3675310611724854;0,001282
1470316218,3994839191436768;0,031953
1470316218,3994870185852051;3e-06
1470316218,4447441101074219;0,045216
1470316218,4447460174560547;2e-06
1470316218,4447469711303711;1e-06
1470316218,4660398960113525;0,012534
1470316218,4660429954528809;3e-06
1470316218,5126368999481201;0,046561
1470316218,5246090888977051;0,010709
1470316218,5365900993347168;0,003892
1470316218,5991659164428711;0,074557
1470316218,5991680622100830;2e-06
1470316218,5991699695587158;2e-06
1470316218,5991709232330322;1e-06
1470316218,5991730690002441;2e-06
1470316218,6138000488281250;0,01459
1470316218,6271190643310547;0,013319
1470316218,6271209716796875;2e-06
1470316218,6271231174468994;2e-06
1470316218,6271250247955322;2e-06
1470316218,6271269321441650;2e-06
1470316218,6271290779113770;2e-06
1470316218,6271319389343262;3e-06
1470316218,6284430027008057;0,001196
1470316218,6337668895721436;0,005324
1470316218,6830229759216309;0,023282
1470316218,6830248832702637;2e-06
1470316218,7003269195556641;0,017268
1470316218,7296121120452881;0,011112
1470316218,7296140193939209;0,010211
1470316218,7975080013275146;0,013534
1470316218,7975111007690430;3e-06
1470316218,7975120544433594;1e-06
1470316218,8001639842987061;0,002613
1470316218,8707160949707031;0,004654
1470316218,8800399303436279;0,009301
1470316218,8800420761108398;2e-06
1470316218,8800439834594727;2e-06
1470316218,9159879684448242;1,64461
1470316218,9159901142120361;0,035914
1470316218,9159910678863525;0,009243
1470316218,9679000377655029;0,037574
1470316218,9679028987884521;3e-06
1470316218,9679050445556641;2e-06
1470316219,0091679096221924;0,041204
1470316219,0384519100189209;0,029232
1470316219,0384550094604492;3e-06
1470316219,0517580509185791;0,003836
1470316219,0770530700683594;0,025295
1470316219,0983510017395020;0,021298
1470316219,0996880531311035;0,001311
1470316219,0996899604797363;2e-06
1470316219,0996909141540527;1e-06
1470316219,0996930599212646;2e-06
1470316219,0996971130371094;4e-06
1470316219,0996990203857422;2e-06
1470316219,0997009277343750;2e-06
1470316219,0997030735015869;2e-06
1470316219,1289660930633545;0,008878
1470316219,1303009986877441;0,030486
1470316219,1303040981292725;3e-06
1470316219,1316308975219727;0,004177
1470316219,1595840454101562;0,024628
1470316219,2075130939483643;0,047903
1470316219,2075159549713135;3e-06
1470316219,2288069725036621;0,021249
1470316219,2674109935760498;0,015323
1470316219,3126730918884277;0,002727
1470316219,3126749992370605;2e-06
1470316219,3126769065856934;2e-06
1470316219,3352999687194824;0,022591
1470316219,3446190357208252;0,013054
1470316219,4191689491271973;0,083869
1470316219,4191710948944092;2e-06
1470316219,4191730022430420;2e-06
1470316219,4311449527740479;0,011942
1470316219,4657580852508545;0,012601
1470316219,4657599925994873;2e-06
1470316219,4990370273590088;0,033247
1470316219,5283300876617432;0,015347
1470316219,5469610691070557;0,011763
1470316219,5562789440155029;0,002128
1470316219,5562810897827148;2e-06
1470316219,5562829971313477;2e-06
1470316219,5576140880584717;0,001302
1470316219,5576159954071045;2e-06
1470316219,5576169490814209;1e-06
1470316219,5576179027557373;1e-06
1470316219,5576190948486328;1e-06
1470316219,5576210021972656;2e-06
1470316219,5589399337768555;0,001289
1470316219,5975449085235596;0,01137
1470316219,5975470542907715;2e-06
1470316219,6308279037475586;0,033252
1470316219,6561150550842285;0,025244
1470316219,7000470161437988;0,043906
1470316219,7000489234924316;2e-06
1470316219,7293310165405273;0,029244
1470316219,7293329238891602;0,007089
1470316219,7812490463256836;0,023686
1470316219,7812509536743164;2e-06
1470316219,7812530994415283;2e-06
1470316219,7998840808868408;0,008552
1470316219,8651130199432373;0,065229
1470316219,8664441108703613;0,0013
1470316219,8957281112670898;0,003769
1470316219,9143669605255127;0,018639
1470316219,9143691062927246;0,022106
1470316219,9969019889831543;0,021941
1470316219,9969038963317871;2e-06
1470316219,9969060420989990;2e-06
1470316219,9969079494476318;2e-06
1470316220,0102119445800781;0,013273
1470316220,0102150440216064;0,679178
1470316220,0328419208526611;0,00408
1470316220,0328469276428223;5e-06
1470316220,0328478813171387;1e-06
1470316220,0328500270843506;2e-06
1470316220,0474870204925537;0,014606
1470316220,0474889278411865;2e-06
1470316220,0474920272827148;3e-06
1470316220,0488159656524658;0,001295
1470316220,0488200187683105;4e-06
1470316220,0488209724426270;1e-06
1470316220,0767710208892822;0,027925
1470316220,1007320880889893;0,012607
1470316220,1007330417633057;0,004479
1470316220,1206979751586914;0,004377
1470316220,1499960422515869;0,029298
1470316220,1686279773712158;0,018632
1470316220,1726119518280029;0,00395
1470316220,1939198970794678;0,01262
1470316220,2072219848632812;0,002127
1470316220,2311940193176270;0,037227
1470316220,2311959266662598;2e-06
1470316220,2311980724334717;2e-06
1470316220,2604730129241943;0,027505
1470316220,2724530696868896;0,006278
1470316220,2950830459594727;0,001991
1470316220,3296949863433838;0,034582
1470316220,3296968936920166;2e-06
1470316220,3589820861816406;0,029253
1470316220,3949210643768311;0,011187
1470316220,4282019138336182;0,003004
1470316220,4295339584350586;0,001332
1470316220,4295361042022705;2e-06
1470316220,4548261165618896;0,025267
1470316220,4734621047973633;0,003066
1470316220,4907689094543457;0,000622
1470316220,4921059608459473;0,001309
1470316220,4921081066131592;2e-06
1470316220,4921090602874756;1e-06
1470316220,4921119213104248;3e-06
1470316220,4921150207519531;3e-06
1470316220,4921169281005859;2e-06
1470316220,4921190738677979;2e-06
1470316220,4921209812164307;2e-06
1470316220,4947619438171387;0,002524
1470316220,5320351123809814;0,007295
1470316220,5320370197296143;2e-06
1470316220,5653259754180908;0,03326
1470316220,5972630977630615;0,008688
1470316220,6358680725097656;0,038576
1470316220,6358718872070312;4e-06
1470316220,6691460609436035;0,033239
1470316220,6771330833435059;0,003325
1470316220,6984319686889648;0,003141
1470316220,7476890087127686;0,049226
1470316220,7476940155029297;5e-06
1470316220,7623300552368164;0,014603
1470316220,7982718944549561;0,004551
1470316220,8302209377288818;0,031912
1470316220,8315498828887939;0,001329
1470316220,8501861095428467;0,005868
1470316220,8714869022369385;0,036663
1470316220,8714900016784668;3e-06
1470316220,8821349143981934;0,005274
1470316220,9007749557495117;0,01864
1470316220,9700000286102295;0,069225
1470316220,9700028896331787;3e-06
1470316220,9700050354003906;2e-06
1470316220,9713330268859863;0,001286
1470316220,9713349342346191;2e-06
1470316220,9713370800018311;2e-06
1470316220,9713408946990967;4e-06
1470316220,9713430404663086;2e-06
1470316220,9713449478149414;2e-06
1470316220,9713470935821533;2e-06
1470316220,9819760322570801;0,5757
1470316221,0086009502410889;0,036126
1470316221,0086030960083008;2e-06
1470316221,0285649299621582;0,019921
1470316221,0525259971618652;0,004119
1470316221,0884690284729004;0,010039
1470316221,1124300956726074;0,02393
1470316221,1124320030212402;2e-06
1470316221,1324000358581543;0,01994
1470316221,1324028968811035;3e-06
1470316221,1563711166381836;0,023941
1470316221,1963059902191162;0,015094
1470316221,2415580749511719;0,045162
1470316221,2415599822998047;2e-06
1470316221,2548680305480957;0,013279
1470316221,2601931095123291;0,007612
1470316221,2987990379333496;0,016678
1470316221,2988049983978271;6e-06
1470316221,2988059520721436;1e-06
1470316221,3520441055297852;0,007104
1470316221,3520479202270508;4e-06
1470316221,3919799327850342;0,007368
1470316221,3919820785522461;2e-06
1470316221,3919830322265625;1e-06
1470316221,4359080791473389;0,043898
1470316221,4372470378875732;0,001339
1470316221,4372489452362061;2e-06
1470316221,4372510910034180;2e-06
1470316221,4372529983520508;2e-06
1470316221,4372549057006836;2e-06
1470316221,4372560977935791;1e-06
1470316221,4372599124908447;4e-06
1470316221,4372620582580566;2e-06
1470316221,4372639656066895;2e-06
1470316221,4425659179687500;0,003478
1470316221,4638619422912598;0,016686
1470316221,5237679481506348;0,334253
1470316221,5517220497131348;0,003311
1470316221,5623719692230225;0,01062
1470316221,5623741149902344;2e-06
1470316221,6036369800567627;0,008566
1470316221,6462340354919434;0,003072
1470316221,6662030220031738;0,062566
1470316221,6662058830261230;3e-06
1470316221,6875019073486328;0,021269
1470316221,7274379730224609;0,004399
1470316221,7274401187896729;2e-06
1470316221,7953319549560547;0,041808
1470316221,7953341007232666;2e-06
1470316221,7953360080718994;2e-06
1470316221,8126349449157715;0,012611
1470316221,8499069213867188;0,003131
1470316221,8818569183349609;0,069222
1470316221,8818600177764893;3e-06
1470316221,8965001106262207;0,014598
1470316221,8965020179748535;2e-06
1470316221,8965039253234863;2e-06
1470316221,8991661071777344;0,002633
1470316221,8991689682006836;3e-06
1470316221,8991711139678955;2e-06
1470316221,8991739749908447;3e-06
1470316221,8991758823394775;2e-06
1470316221,8991780281066895;2e-06
1470316221,8991799354553223;2e-06
1470316221,9191279411315918;0,013562
1470316221,9364330768585205;0,017305
1470316221,9617269039154053;0,016584
1470316221,9963340759277344;0,034577
1470316222,0336101055145264;0,03122
1470316222,0376019477844238;0,002835
1470316222,0855259895324707;0,354004
1470316222,1068279743194580;0,073218
1470316222,1068298816680908;2e-06
1470316222,1068320274353027;2e-06
1470316222,1201369762420654;0,009006
1470316222,1427659988403320;0,022629
1470316222,1827061176300049;0,001605
1470316222,1866979598999023;0,003992
1470316222,2253170013427734;0,038619
1470316222,2253239154815674;7e-06
1470316222,2279620170593262;0,002574
1470316222,2399408817291260;0,002604
1470316222,2958540916442871;0,067892
1470316222,3104960918426514;0,014605
1470316222,3264760971069336;0,009131
1470316222,3264780044555664;2e-06
1470316222,3597528934478760;0,033275
1470316222,3597559928894043;3e-06
1470316222,3983550071716309;0,015226
1470316222,3983569145202637;2e-06
1470316222,3996870517730713;0,001257
1470316222,3996889591217041;2e-06
1470316222,3996911048889160;2e-06
1470316222,3996920585632324;1e-06
1470316222,3996939659118652;2e-06
1470316222,4183220863342285;0,018549
1470316222,4183239936828613;2e-06
1470316222,4249780178070068;0,006621
1470316222,4369559288024902;0,008565
1470316222,4489390850067139;0,006915
1470316222,4675750732421875;0,030594
1470316222,4995260238647461;0,031951
1470316222,4995300769805908;4e-06
1470316222,5367970466613770;0,015264
1470316222,5780649185180664;0,012067
1470316222,5780661106109619;1e-06
1470316222,6020290851593018;0,023963
1470316222,6020319461822510;3e-06
1470316222,6432919502258301;0,027187
1470316222,6432940959930420;2e-06
1470316222,6432960033416748;2e-06
1470316222,6512789726257324;0,005122
1470316222,6672520637512207;0,016295
1470316222,6965410709381104;0,029289
1470316222,7444620132446289;0,047921
1470316222,7444629669189453;1e-06
1470316222,7444651126861572;2e-06
1470316222,8136940002441406;0,038346
1470316222,8136959075927734;2e-06
1470316222,8349890708923340;0,021244
1470316222,8349940776824951;5e-06
1470316222,8349959850311279;2e-06
1470316222,8349978923797607;2e-06
1470316222,8350000381469727;2e-06
1470316222,8363180160522461;0,001259
1470316222,8363199234008789;2e-06
1470316222,8363220691680908;2e-06
1470316222,8363239765167236;2e-06
1470316222,8363258838653564;2e-06
1470316222,8536190986633301;0,020408
1470316222,8855690956115723;0,049209
1470316222,8975489139556885;0,01198
1470316222,8975510597229004;2e-06
1470316222,9414780139923096;0,043897
1470316222,9681019783020020;0,026624
1470316222,9681069850921631;5e-06
1470316222,9960560798645020;0,017983
1470316223,0373220443725586;0,041235
1470316223,0506350994110107;0,012867
1470316223,0825839042663574;0,045232
1470316223,0825860500335693;2e-06
1470316223,0919010639190674;0,009279
1470316223,1358299255371094;0,013544
1470316223,1358320713043213;2e-06
1470316223,2023940086364746;0,066562
1470316223,2023999691009521;6e-06
1470316223,2024040222167969;4e-06
1470316223,2077128887176514;0,005274
1470316223,2409939765930176;0,016714
1470316223,2409949302673340;0,011354
1470316223,2609620094299316;0,019927
1470316223,2609639167785645;2e-06
1470316223,3062210083007812;0,017869
1470316223,3075590133666992;0,001309
1470316223,3075609207153320;2e-06
1470316223,3075630664825439;2e-06
1470316223,3075668811798096;4e-06
1470316223,3075680732727051;1e-06
1470316223,3075699806213379;2e-06
1470316223,3075718879699707;2e-06
1470316223,3088860511779785;0,001181
1470316223,3088879585266113;2e-06
1470316223,3088910579681396;3e-06
1470316223,3554749488830566;0,046552
1470316223,3820989131927490;0,026593
1470316223,3994040489196777;0,005047
1470316223,4393489360809326;0,05725
1470316223,4406700134277344;0,000447
1470316223,4446659088134766;0,003967
1470316223,4633049964904785;0,018639
1470316223,4952499866485596;0,002008
1470316223,5258679389953613;0,030587
1470316223,5271959304809570;0,001328
1470316223,5578150749206543;0,027304
1470316223,5924239158630371;0,004313
1470316223,5950870513916016;0,002663
1470316223,5950880050659180;1e-06
1470316223,6030740737915039;0,004631
1470316223,6336920261383057;0,038604
1470316223,6363530158996582;0,002636
1470316223,6363561153411865;3e-06
1470316223,6603150367736816;0,023938
1470316223,6909329891204834;1,40663
1470316223,7002530097961426;0,003247
1470316223,7388598918914795;0,038565
1470316223,7388610839843750;1e-06
1470316223,7787940502166748;0,039161
1470316223,7787959575653076;2e-06
1470316223,7801260948181152;0,001295
1470316223,7801280021667480;2e-06
1470316223,7801311016082764;3e-06
1470316223,7801330089569092;2e-06
1470316223,7814579010009766;0,001294
1470316223,7814610004425049;3e-06
1470316223,7814629077911377;2e-06
1470316223,7814640998840332;1e-06
1470316223,7881100177764893;0,002193
1470316223,8067450523376465;0,017449
1470316223,8267159461975098;0,019929
1470316223,8946080207824707;0,067892
1470316223,8946108818054199;3e-06
1470316223,9212350845336914;0,019493
1470316223,9824678897857666;0,061175
1470316223,9824700355529785;2e-06
1470316223,9931149482727051;0,003154
1470316224,0024290084838867;0,019911
1470316224,0410339832305908;0,038572
1470316224,0556769371032715;0,008279
1470316224,0743160247802734;0,018639
1470316224,0743179321289062;2e-06
1470316224,1075949668884277;0,033244
1470316224,1635060310363770;0,055911
1470316224,1635079383850098;2e-06
1470316224,1887979507446289;0,025258
1470316224,1954500675201416;0,002347
1470316224,2327270507812500;0,027307
1470316224,2327320575714111;5e-06
1470316224,2327339649200439;2e-06
1470316224,2340610027313232;0,001291
1470316224,2340629100799561;2e-06
1470316224,2340650558471680;2e-06
1470316224,2340669631958008;2e-06
1470316224,2340679168701172;1e-06
1470316224,2340700626373291;2e-06
1470316224,2340729236602783;3e-06
1470316224,2699999809265137;0,035891
1470316224,2700009346008301;1e-06
1470316224,3006150722503662;0,030579
1470316224,3685081005096436;0,067893
1470316224,3685100078582764;2e-06
1470316224,3844780921936035;0,003899
1470316224,3951261043548584;0,02659
1470316224,4616880416870117;0,007317
1470316224,4670128822326660;0,005294
1470316224,4683439731597900;0,001331
1470316224,4683480262756348;4e-06
